job_id,job_date,client_id,zip_code,total_price,total_cost,duration_days,payment_status,payment_method,payment_delay_days,review_score,num_services
406,2023-10-08,279,32808,500,90,1,Paid,Cash,0,5,3
407,2023-10-08,138,32750,325,75,1,Paid,Zelle,0,5,1
408,2023-10-09,59,32825,1445,295,1,Paid,Cash,0,4,1
409,2023-10-10,258,32792,170,25,1,Paid,Cash,0,5,1
410,2023-10-10,1,32808,2145,440,1,Paid,Zelle,0,5,3
411,2023-10-11,304,32750,455,105,1,Paid,Card,0,4,3
412,2023-10-11,45,32779,430,90,1,Paid,Check,0,5,1
413,2023-10-12,76,32779,785,180,1,Paid,Check,0,1,1
414,2023-10-13,121,34786,550,140,1,Paid,Card,0,1,1
415,2023-10-13,66,32765,525,110,1,Paid,Zelle,0,4,3
416,2023-10-13,3,32746,1730,270,1,Paid,Card,0,4,4
417,2023-10-14,177,32714,425,80,1,Paid,Zelle,0,2,3
418,2023-10-15,183,32714,1615,315,1,Paid,Zelle,0,4,3
419,2023-10-16,47,32750,165,30,1,Paid,Check,0,5,1
420,2023-10-19,46,32765,1105,130,1,Paid,Zelle,0,5,1
421,2023-10-19,177,32714,370,75,1,Paid,Check,0,5,3
422,2023-10-19,72,34786,460,85,1,Paid,Check,0,5,4
423,2023-10-21,201,32746,225,30,1,Paid,Zelle,0,2,1
424,2023-10-21,99,32808,1070,430,2,Paid,Zelle,1,4,1
425,2023-10-22,305,32746,900,360,2,Paid,Zelle,0,5,1
426,2023-10-22,97,32792,640,145,1,Paid,Card,0,5,3
427,2023-10-22,298,32714,2555,1020,2,Paid,Check,0,4,1
428,2023-10-25,142,34786,340,80,1,Paid,Check,0,5,1
429,2023-10-25,89,32746,330,55,1,Paid,Check,0,5,2
430,2023-10-27,123,32765,165,40,1,Paid,Zelle,0,5,1
431,2023-10-27,228,32836,990,395,2,Paid,Check,0,5,1
432,2023-10-28,7,32765,120,30,1,Paid,Zelle,0,5,1
433,2023-10-28,192,32825,615,115,1,Paid,Zelle,0,5,1
434,2023-10-29,268,32808,1175,345,1,Paid,Zelle,0,5,1
435,2023-10-29,111,32714,110,20,1,Paid,Zelle,0,5,1
436,2023-10-29,275,34786,1565,625,2,Paid,Cash,0,5,1
437,2023-10-30,194,34786,1440,375,1,Paid,Card,0,1,1
438,2023-10-30,4,32836,440,110,1,Paid,Zelle,0,5,2
439,2023-10-30,49,32792,175,25,1,Paid,Cash,0,5,1
440,2023-10-31,40,32789,160,35,1,Paid,Zelle,0,4,1
441,2023-11-02,79,34786,820,135,1,Paid,Check,0,5,2
442,2023-11-03,153,32714,2225,890,2,Paid,Zelle,0,5,1
443,2023-11-04,205,34786,1670,670,2,Paid,Card,1,5,1
444,2023-11-04,122,34786,1345,345,1,Paid,Check,0,5,3
445,2023-11-04,29,32792,675,85,1,Paid,Check,0,5,3
446,2023-11-05,209,32789,90,15,1,Paid,Cash,0,5,1
447,2023-11-05,72,34786,2020,445,1,Paid,Check,0,5,1
448,2023-11-05,223,34786,1015,285,1,Paid,Check,0,5,1
449,2023-11-06,80,32707,365,55,1,Paid,Zelle,0,5,1
450,2023-11-06,175,32779,1315,290,1,Paid,Card,0,4,3
451,2023-11-06,308,32750,150,30,1,Paid,Check,0,4,1
452,2023-11-07,97,32792,990,395,2,Paid,Check,0,5,1
453,2023-11-08,5,32779,95,10,1,Paid,Check,0,5,1
454,2023-11-10,22,32707,85,10,1,Paid,Zelle,0,4,1
455,2023-11-10,71,32789,105,15,1,Paid,Check,0,4,1
456,2023-11-11,193,32714,1355,540,2,Paid,Zelle,0,5,1
457,2023-11-12,221,34786,465,90,1,Paid,Check,0,4,3
458,2023-11-12,122,34786,960,195,1,Paid,Card,0,4,2
459,2023-11-12,230,32746,1280,510,2,Paid,Zelle,1,4,1
460,2023-11-13,188,34786,560,135,1,Paid,Card,0,4,3
461,2023-11-13,18,32789,175,20,1,Paid,Check,0,5,1
462,2023-11-14,136,32789,1175,170,1,Paid,Card,0,5,4
463,2023-11-15,321,32707,225,40,1,Paid,Cash,0,4,1
464,2023-11-16,346,32836,1560,625,2,Paid,Card,0,5,1
465,2023-11-17,200,34786,850,85,1,Paid,Check,0,5,1
466,2023-11-17,51,32789,105,30,1,Paid,Card,0,5,1
467,2023-11-17,150,32714,95,25,1,Paid,Zelle,1,5,1
468,2023-11-18,14,32825,530,55,1,Paid,Zelle,0,5,1
469,2023-11-19,281,32836,1270,250,1,Paid,Check,0,5,1
470,2023-11-20,232,32808,1180,200,1,Paid,Zelle,0,5,1
471,2023-11-21,215,32765,815,175,1,Paid,Cash,0,5,3
472,2023-11-21,212,32825,865,195,1,Paid,Zelle,0,5,3
473,2023-11-21,92,32746,1080,200,1,Paid,Check,0,5,3
474,2023-11-22,304,32750,840,105,1,Paid,Zelle,0,5,3
475,2023-11-23,46,32765,1255,500,2,Paid,Cash,0,5,1
476,2023-11-24,310,32836,540,75,1,Paid,Check,0,5,3
477,2023-11-24,312,34786,140,40,1,Paid,Check,0,4,1
478,2023-11-24,75,32825,880,95,1,Paid,Card,0,5,1
479,2023-11-25,318,32714,50,15,1,Paid,Zelle,0,5,1
480,2023-11-26,91,32789,1665,665,2,Paid,Check,0,5,1
481,2023-11-27,334,32707,170,30,1,Paid,Cash,0,5,1
482,2023-11-28,61,32714,170,30,1,Paid,Zelle,0,5,1
483,2023-11-28,103,32707,325,55,1,Paid,Zelle,0,5,1
484,2023-11-28,237,34786,555,110,1,Paid,Check,0,4,3
485,2023-11-29,97,32792,115,15,1,Paid,Check,0,5,1
486,2023-12-01,247,32808,1130,190,1,Paid,Zelle,0,5,1
487,2023-12-02,140,34786,1835,510,1,Paid,Zelle,0,5,3
488,2023-12-03,165,34786,155,15,1,Paid,Card,0,2,1
489,2023-12-03,118,32750,565,135,1,Paid,Zelle,0,5,3
490,2023-12-03,100,32836,1965,250,1,Paid,Check,0,5,2
491,2023-12-04,106,32792,1760,345,1,Paid,Check,0,5,3
492,2023-12-04,333,32836,905,145,1,Paid,Card,0,4,3
493,2023-12-04,360,32779,1140,285,1,Paid,Cash,0,5,4
494,2023-12-05,360,32779,205,40,1,Paid,Check,0,4,1
495,2023-12-05,250,32779,2015,430,1,Paid,Check,0,5,4
496,2023-12-06,202,32836,995,240,1,Paid,Card,0,5,4
497,2023-12-06,141,32779,455,130,1,Paid,Zelle,0,3,2
498,2023-12-06,142,34786,645,125,1,Paid,Check,0,5,4
499,2023-12-07,69,34786,765,85,1,Paid,Card,0,4,3
500,2023-12-07,44,32750,430,110,1,Paid,Zelle,1,5,3
501,2023-12-07,292,34786,990,395,2,Paid,Card,0,5,1
502,2023-12-09,388,32789,260,50,1,Paid,Card,0,2,3
503,2023-12-09,167,32789,185,35,1,Paid,Check,0,4,1
504,2023-12-09,176,32746,120,20,1,Paid,Zelle,1,2,1
505,2023-12-10,264,32707,165,50,1,Paid,Zelle,0,5,1
506,2023-12-11,42,32779,990,395,2,Paid,Check,0,5,1
507,2023-12-11,297,32707,1745,700,2,Paid,Cash,0,5,1
508,2023-12-12,65,32789,990,395,2,Paid,Zelle,0,4,1
509,2023-12-12,345,34786,1805,475,1,Paid,Card,0,3,2
510,2023-12-13,350,34786,170,25,1,Paid,Card,0,5,1
511,2023-12-13,372,32808,125,20,1,Paid,Zelle,0,5,1
512,2023-12-15,89,32746,1305,160,1,Paid,Check,0,4,3
513,2023-12-17,285,32792,400,65,1,Paid,Check,0,5,3
514,2023-12-18,318,32714,165,30,1,Paid,Check,0,5,1
515,2023-12-18,132,32836,1205,355,1,Paid,Cash,0,3,1
516,2023-12-18,95,32765,225,55,1,Paid,Zelle,0,5,1
517,2023-12-19,61,32714,2020,810,2,Paid,Check,0,4,1
518,2023-12-19,12,32825,975,250,1,Paid,Card,0,5,3
519,2023-12-20,216,32714,280,65,1,Paid,Zelle,1,5,1
520,2023-12-22,395,32746,500,85,1,Paid,Zelle,0,5,1
521,2023-12-22,296,34786,1575,630,2,Paid,Check,0,4,1
522,2023-12-22,4,32836,370,60,1,Paid,Check,0,4,2
523,2023-12-23,207,32779,110,20,1,Paid,Check,0,5,1
524,2023-12-23,167,32789,1060,250,1,Paid,Card,0,4,1
525,2023-12-24,11,32825,380,90,1,Paid,Cash,0,5,3
526,2023-12-24,324,32707,100,30,1,Paid,Cash,1,5,1
527,2023-12-25,74,32836,2080,830,2,Paid,Check,0,5,1
528,2023-12-28,339,32792,175,20,1,Paid,Check,1,3,1
529,2023-12-29,265,34786,250,25,1,Paid,Card,0,5,1
530,2023-12-31,166,32765,1520,420,1,Paid,Zelle,0,5,4
531,2023-12-31,100,32836,1530,610,2,Paid,Card,0,5,1
532,2024-01-01,102,32765,980,150,1,Paid,Check,0,5,1
533,2024-01-01,265,34786,305,50,1,Paid,Card,0,4,1
534,2024-01-01,317,32836,375,70,1,Paid,Zelle,0,5,3
535,2024-01-02,82,32707,1360,345,1,Paid,Zelle,0,4,2
536,2024-01-02,257,34786,705,115,1,Paid,Check,0,5,3
537,2024-01-02,118,32750,900,360,2,Paid,Zelle,0,4,1
538,2024-01-03,313,32746,1490,195,1,Paid,Check,0,5,2
539,2024-01-03,76,32779,1545,270,1,Paid,Card,0,5,4
540,2024-01-05,185,32825,1805,300,1,Paid,Zelle,0,5,3
541,2024-01-05,27,32792,160,20,1,Paid,Card,0,5,1
542,2024-01-08,185,32825,290,85,1,Paid,Cash,0,5,1
543,2024-01-09,217,32836,1575,315,1,Paid,Cash,0,5,4
544,2024-01-10,338,32789,1190,180,1,Paid,Check,0,5,2
545,2024-01-11,266,32746,515,105,1,Paid,Zelle,0,4,3
546,2024-01-11,172,32789,285,45,1,Paid,Zelle,0,4,1
547,2024-01-11,308,32750,120,25,1,Paid,Zelle,0,4,1
548,2024-01-13,103,32707,635,170,1,Paid,Zelle,0,4,2
549,2024-01-13,184,32825,395,80,1,Paid,Zelle,0,5,1
550,2024-01-14,137,32792,2430,385,1,Paid,Check,1,5,2
551,2024-01-14,201,32746,1280,175,1,Paid,Card,0,5,3
552,2024-01-16,96,32746,900,360,2,Paid,Zelle,0,5,1
553,2024-01-16,357,34786,2290,915,2,Paid,Card,1,4,1
554,2024-01-17,300,32779,190,25,1,Paid,Check,0,5,1
555,2024-01-18,184,32825,3280,1310,2,Paid,Zelle,0,5,1
556,2024-01-21,178,32765,1400,560,2,Paid,Cash,0,5,1
557,2024-01-21,32,32765,1080,430,2,Paid,Zelle,0,3,1
558,2024-01-21,439,32825,390,95,1,Paid,Zelle,0,5,3
559,2024-01-22,100,32836,145,25,1,Paid,Zelle,0,5,1
560,2024-01-23,377,32779,70,20,1,Paid,Zelle,0,4,1
561,2024-01-25,154,32714,1995,270,1,Paid,Card,0,5,3
562,2024-01-26,173,32714,955,175,1,Paid,Card,0,4,2
563,2024-01-26,260,32779,2605,1040,2,Paid,Check,0,5,1
564,2024-01-27,328,32808,85,15,1,Paid,Zelle,1,5,1
565,2024-01-27,137,32792,135,30,1,Paid,Check,0,5,1
566,2024-01-27,176,32746,65,10,1,Paid,Zelle,0,5,1
567,2024-01-28,154,32714,85,10,1,Paid,Card,0,5,1
568,2024-01-29,123,32765,1950,780,2,Paid,Zelle,0,4,1
569,2024-01-29,430,32808,235,55,1,Paid,Zelle,0,5,1
570,2024-01-30,264,32707,220,45,1,Paid,Zelle,0,5,2
571,2024-01-30,321,32707,1300,140,1,Paid,Check,0,5,1
572,2024-02-01,355,32746,305,65,1,Paid,Card,0,5,3
573,2024-02-02,95,32765,1910,500,1,Paid,Zelle,0,5,3
574,2024-02-03,157,32750,80,20,1,Paid,Zelle,0,5,1
575,2024-02-04,459,32792,560,110,1,Paid,Zelle,0,4,3
576,2024-02-04,51,32789,1780,460,1,Paid,Card,0,5,2
577,2024-02-04,7,32765,215,35,1,Paid,Zelle,0,4,2
578,2024-02-05,149,32707,340,70,1,Paid,Zelle,0,5,1
579,2024-02-05,425,32779,125,35,1,Paid,Check,0,2,1
580,2024-02-06,250,32779,320,75,1,Paid,Card,0,5,1
581,2024-02-06,399,32789,2345,940,2,Paid,Check,0,5,1
582,2024-02-06,390,34786,2130,850,2,Paid,Zelle,0,5,1
583,2024-02-07,356,32746,1440,345,1,Paid,Check,0,4,2
584,2024-02-08,79,34786,260,50,1,Paid,Check,0,5,2
585,2024-02-08,169,32779,2445,980,2,Paid,Card,1,4,1
586,2024-02-08,85,32792,1265,200,1,Paid,Check,0,5,2
587,2024-02-09,140,34786,1460,295,1,Paid,Check,0,3,1
588,2024-02-09,457,32789,2375,950,2,Paid,Card,0,5,1
589,2024-02-09,459,32792,2130,850,2,Paid,Check,0,5,1
590,2024-02-11,174,32765,1115,185,1,Paid,Zelle,1,2,3
591,2024-02-11,92,32746,465,120,1,Paid,Zelle,0,4,2
592,2024-02-13,463,34786,830,170,1,Paid,Card,0,4,2
593,2024-02-14,440,32750,170,30,1,Paid,Zelle,0,5,2
594,2024-02-15,105,32707,180,35,1,Paid,Zelle,0,5,2
595,2024-02-16,182,32808,1660,230,1,Paid,Zelle,0,5,1
596,2024-02-16,10,32789,2005,370,1,Paid,Card,0,5,1
597,2024-02-17,457,32789,990,395,2,Paid,Check,0,5,1
598,2024-02-18,320,34786,990,165,1,Paid,Card,0,5,3
599,2024-02-18,402,32808,2310,925,2,Paid,Zelle,0,5,1
600,2024-02-19,281,32836,155,25,1,Paid,Check,0,4,1
601,2024-02-21,483,34786,2120,605,1,Paid,Check,0,5,2
602,2024-02-22,118,32750,370,95,1,Paid,Zelle,0,5,2
603,2024-02-23,118,32750,2550,1020,2,Paid,Zelle,0,4,1
604,2024-02-23,44,32750,160,25,1,Paid,Check,0,5,1
605,2024-02-24,338,32789,255,65,1,Paid,Check,0,5,2
606,2024-02-25,462,32765,95,25,1,Paid,Cash,0,5,1
607,2024-02-25,154,32714,320,60,1,Paid,Check,0,2,3
608,2024-02-25,24,32779,1770,515,1,Paid,Zelle,0,4,1
609,2024-02-26,106,32792,190,40,1,Paid,Check,0,5,2
610,2024-02-26,132,32836,1000,400,2,Paid,Zelle,0,1,1
611,2024-02-27,374,34786,1635,655,2,Paid,Check,0,5,1
612,2024-02-27,21,32746,85,20,1,Paid,Card,0,5,1
613,2024-02-27,161,32765,1110,245,1,Paid,Zelle,0,2,1
614,2024-02-28,450,32779,1685,675,2,Paid,Card,0,5,1
615,2024-02-29,208,32808,1835,735,2,Paid,Zelle,0,4,1
616,2024-03-01,310,32836,1615,200,1,Paid,Card,0,4,3
617,2024-03-02,147,32779,2120,850,2,Paid,Card,0,4,1
618,2024-03-02,201,32746,405,90,1,Paid,Check,0,4,3
619,2024-03-02,93,32714,560,110,1,Paid,Card,0,5,4
620,2024-03-03,255,32750,1745,325,1,Paid,Zelle,0,3,3
621,2024-03-03,317,32836,90,20,1,Paid,Zelle,0,4,1
622,2024-03-03,441,32792,1275,510,2,Paid,Check,0,5,1
623,2024-03-04,330,32765,2120,485,1,Paid,Cash,0,5,4
624,2024-03-05,92,32746,1375,550,2,Paid,Card,0,5,1
625,2024-03-05,349,32765,360,65,1,Paid,Zelle,1,3,2
626,2024-03-06,194,34786,250,40,1,Paid,Cash,0,5,1
627,2024-03-06,3,32746,225,35,1,Paid,Card,0,5,1
628,2024-03-07,124,32836,1445,350,1,Paid,Card,0,5,3
629,2024-03-08,476,34786,1320,285,1,Paid,Zelle,0,5,3
630,2024-03-08,172,32789,140,20,1,Paid,Card,0,5,1
631,2024-03-08,66,32765,625,140,1,Paid,Zelle,0,5,4
632,2024-03-09,507,32792,110,15,1,Paid,Check,0,3,1
633,2024-03-13,47,32750,920,370,2,Paid,Zelle,1,4,1
634,2024-03-13,434,32789,60,5,1,Paid,Cash,0,5,1
635,2024-03-13,128,34786,305,65,1,Paid,Card,0,5,2
636,2024-03-15,364,32765,900,360,2,Paid,Cash,0,4,1
637,2024-03-17,480,32792,75,20,1,Paid,Check,0,5,1
638,2024-03-18,66,32765,200,45,1,Paid,Zelle,0,5,2
639,2024-03-18,240,32765,1800,325,1,Paid,Zelle,1,5,4
640,2024-03-19,316,32792,405,55,1,Paid,Card,0,4,2
641,2024-03-20,160,32789,385,90,1,Paid,Check,0,4,2
642,2024-03-20,286,32792,1720,690,2,Paid,Card,0,5,1
643,2024-03-21,62,32808,415,110,1,Paid,Zelle,0,2,3
644,2024-03-21,75,32825,990,395,2,Paid,Zelle,0,4,1
645,2024-03-21,144,32836,275,45,1,Paid,Card,0,5,1
646,2024-03-22,191,32779,1055,420,2,Paid,Check,0,5,1
647,2024-03-22,494,32765,115,30,1,Paid,Cash,0,5,1
648,2024-03-23,413,32836,1705,680,2,Paid,Card,0,5,1
649,2024-03-25,319,32779,190,20,1,Paid,Card,0,5,1
650,2024-03-25,326,32750,795,140,1,Paid,Zelle,0,4,1
651,2024-03-26,314,32746,1770,710,2,Paid,Zelle,0,4,1
652,2024-03-26,281,32836,1195,260,1,Paid,Card,0,5,3
653,2024-03-26,1,32808,330,75,1,Paid,Check,0,5,2
654,2024-03-27,252,32746,610,135,1,Paid,Zelle,0,4,2
655,2024-03-27,480,32792,2405,585,1,Paid,Check,0,5,4
656,2024-03-29,279,32808,755,185,1,Paid,Zelle,0,5,4
657,2024-03-31,360,32779,390,65,1,Paid,Check,0,4,2
658,2024-03-31,475,32792,265,75,1,Paid,Check,0,4,1
659,2024-04-01,492,32808,1930,770,2,Paid,Cash,1,5,1
660,2024-04-03,502,34786,160,25,1,Paid,Cash,0,4,1
661,2024-04-03,51,32789,185,40,1,Paid,Check,0,5,1
662,2024-04-03,174,32765,225,35,1,Paid,Zelle,0,4,1
663,2024-04-04,133,32808,495,95,1,Paid,Cash,0,5,3
664,2024-04-05,315,32714,625,115,1,Paid,Check,0,5,1
665,2024-04-05,177,32714,460,95,1,Paid,Zelle,0,5,2
666,2024-04-05,27,32792,250,55,1,Paid,Check,0,4,1
667,2024-04-07,173,32714,190,55,1,Paid,Card,1,4,1
668,2024-04-07,225,32836,200,55,1,Paid,Zelle,0,5,1
669,2024-04-07,480,32792,2165,625,1,Paid,Card,0,4,3
670,2024-04-08,341,32825,55,10,1,Paid,Zelle,0,5,1
671,2024-04-08,533,32789,655,100,1,Paid,Card,0,5,4
672,2024-04-08,376,32836,395,105,1,Paid,Check,0,5,4
673,2024-04-09,521,32765,765,120,1,Paid,Zelle,0,2,2
674,2024-04-09,435,32779,735,165,1,Paid,Check,0,5,4
675,2024-04-09,471,32750,365,80,1,Paid,Card,0,4,1
676,2024-04-11,501,32707,445,90,1,Paid,Zelle,0,5,3
677,2024-04-11,218,32789,2400,345,1,Paid,Zelle,0,5,3
678,2024-04-11,538,32779,1950,270,1,Paid,Card,0,5,3
679,2024-04-12,61,32714,1385,250,1,Paid,Check,0,5,2
680,2024-04-12,363,32765,130,35,1,Paid,Cash,0,5,1
681,2024-04-12,85,32792,3305,1320,2,Paid,Card,0,5,1
682,2024-04-13,518,32779,90,15,1,Paid,Check,0,2,1
683,2024-04-15,467,34786,3145,1260,2,Paid,Check,0,5,1
684,2024-04-15,245,32779,1555,245,1,Paid,Card,0,5,1
685,2024-04-15,232,32808,225,60,1,Paid,Zelle,0,4,1
686,2024-04-16,130,32836,1050,420,2,Paid,Card,1,4,1
687,2024-04-17,538,32779,1305,520,2,Paid,Card,0,5,1
688,2024-04-17,302,32714,350,90,1,Paid,Zelle,0,5,3
689,2024-04-17,176,32746,225,30,1,Paid,Zelle,0,5,1
690,2024-04-18,417,32789,1205,145,1,Paid,Check,0,5,2
691,2024-04-18,40,32789,325,80,1,Paid,Cash,0,5,1
692,2024-04-19,461,32808,500,75,1,Paid,Zelle,0,5,1
693,2024-04-19,145,32808,60,10,1,Paid,Zelle,0,4,1
694,2024-04-19,356,32746,325,50,1,Paid,Check,0,5,3
695,2024-04-20,508,32746,285,55,1,Paid,Check,1,5,1
696,2024-04-20,175,32779,1155,265,1,Paid,Card,0,3,4
697,2024-04-21,60,34786,1690,675,2,Paid,Card,0,5,1
698,2024-04-21,313,32746,685,110,1,Paid,Card,1,5,1
699,2024-04-22,299,32714,630,155,1,Paid,Zelle,0,4,2
700,2024-04-23,344,32750,900,360,2,Paid,Check,1,5,1
701,2024-04-23,271,32836,560,110,1,Paid,Check,0,5,1
702,2024-04-23,258,32792,935,230,1,Paid,Check,0,5,1
703,2024-04-24,402,32808,650,115,1,Paid,Cash,0,5,3
704,2024-04-24,326,32750,1330,295,1,Paid,Check,0,4,2
705,2024-04-24,165,34786,990,395,2,Paid,Cash,0,5,1
706,2024-04-25,560,32707,615,90,1,Paid,Zelle,0,4,3
707,2024-04-25,375,32825,105,15,1,Paid,Zelle,0,5,1
708,2024-04-26,446,32765,390,115,1,Paid,Zelle,0,5,1
709,2024-04-26,259,32765,900,360,2,Paid,Zelle,0,5,1
710,2024-04-27,79,34786,1610,420,1,Paid,Check,0,5,2
711,2024-04-27,12,32825,120,30,1,Paid,Zelle,0,5,1
712,2024-04-27,496,32789,1160,465,2,Paid,Cash,0,5,1
713,2024-04-28,44,32750,990,135,1,Paid,Zelle,1,4,2
714,2024-04-28,343,32825,2685,1075,2,Paid,Zelle,0,5,1
715,2024-04-29,61,32714,320,40,1,Paid,Zelle,0,5,1
716,2024-04-30,481,32808,110,15,1,Paid,Card,0,5,1
717,2024-04-30,540,32765,70,20,1,Paid,Zelle,0,5,1
718,2024-05-01,127,34786,450,120,1,Paid,Check,0,4,2
719,2024-05-01,218,32789,2365,945,2,Paid,Card,0,5,1
720,2024-05-01,118,32750,265,40,1,Paid,Check,0,5,2
721,2024-05-03,422,32750,3530,1410,2,Paid,Check,0,5,1
722,2024-05-04,73,32750,55,10,1,Paid,Check,0,5,1
723,2024-05-04,551,32792,1600,245,1,Paid,Check,0,3,2
724,2024-05-04,183,32714,1300,215,1,Paid,Zelle,0,5,3
725,2024-05-05,437,32792,1510,255,1,Paid,Zelle,0,2,4
726,2024-05-06,338,32789,1125,195,1,Paid,Card,0,4,3
727,2024-05-06,437,32792,565,165,1,Paid,Cash,0,4,2
728,2024-05-06,527,32707,240,50,1,Paid,Zelle,0,2,2
729,2024-05-07,317,32836,1710,495,1,Paid,Check,0,5,2
730,2024-05-07,78,32792,425,75,1,Paid,Cash,1,5,3
731,2024-05-07,41,32746,360,65,1,Paid,Zelle,0,5,3
732,2024-05-08,496,32789,610,180,1,Paid,Check,0,5,1
733,2024-05-08,297,32707,145,30,1,Paid,Zelle,0,4,1
734,2024-05-09,370,32836,1625,445,1,Paid,Card,0,5,3
735,2024-05-10,148,32789,795,175,1,Paid,Card,0,5,4
736,2024-05-10,305,32746,1670,260,1,Paid,Zelle,0,4,1
737,2024-05-11,238,32765,900,360,2,Paid,Cash,0,5,1
738,2024-05-12,557,32789,625,120,1,Paid,Cash,0,5,3
739,2024-05-12,532,32750,225,50,1,Paid,Zelle,0,5,1
740,2024-05-13,218,32789,250,30,1,Paid,Check,1,5,1
741,2024-05-14,112,32750,1370,360,1,Paid,Check,0,4,1
742,2024-05-14,483,34786,100,25,1,Paid,Card,0,5,1
743,2024-05-14,487,32789,320,60,1,Paid,Cash,0,5,1
744,2024-05-15,443,32746,185,50,1,Paid,Cash,0,5,1
745,2024-05-17,218,32789,220,30,1,Paid,Card,0,4,1
746,2024-05-17,152,32792,1440,180,1,Paid,Card,0,4,2
747,2024-05-19,334,32707,295,65,1,Paid,Cash,0,5,1
748,2024-05-19,211,34786,1395,370,1,Paid,Card,0,5,1
749,2024-05-20,509,32825,225,40,1,Paid,Zelle,0,5,1
750,2024-05-20,351,32714,1475,590,2,Paid,Zelle,0,5,1
751,2024-05-20,302,32714,895,130,1,Paid,Check,0,5,1
752,2024-05-21,136,32789,3420,1370,2,Paid,Cash,1,3,1
753,2024-05-21,483,34786,2715,1085,2,Paid,Check,0,5,1
754,2024-05-22,110,32836,1360,280,1,Paid,Zelle,0,5,4
755,2024-05-22,523,32765,1000,190,1,Paid,Zelle,0,4,2
756,2024-05-23,562,32746,390,50,1,Paid,Card,0,5,1
757,2024-05-23,383,32825,195,45,1,Paid,Zelle,0,5,1
758,2024-05-24,55,32765,1440,280,1,Paid,Cash,0,5,2
759,2024-05-25,59,32825,900,360,2,Paid,Cash,0,5,1
760,2024-05-25,78,32792,1580,630,2,Paid,Cash,0,1,1
761,2024-05-25,586,32808,2090,835,2,Paid,Cash,0,5,1
762,2024-05-26,149,32707,1725,690,2,Paid,Cash,0,4,1
763,2024-05-27,611,32746,1925,770,2,Paid,Zelle,1,5,1
764,2024-05-27,155,32836,150,25,1,Paid,Cash,1,5,1
765,2024-05-28,29,32792,2135,855,2,Paid,Card,0,4,1
766,2024-05-29,584,32789,435,85,1,Paid,Zelle,0,5,3
767,2024-05-29,518,32779,310,55,1,Paid,Card,0,5,1
768,2024-05-30,316,32792,110,20,1,Paid,Card,0,5,1
769,2024-05-30,156,32836,190,55,1,Paid,Zelle,0,5,1
770,2024-05-31,37,32789,105,20,1,Paid,Card,0,5,1
771,2024-05-31,59,32825,1760,705,2,Paid,Cash,0,5,1
772,2024-05-31,431,34786,2520,595,1,Paid,Check,0,5,4
773,2024-06-01,258,32792,1595,640,2,Paid,Card,0,3,1
774,2024-06-01,494,32765,495,90,1,Paid,Zelle,0,5,3
775,2024-06-03,29,32792,435,130,1,Paid,Card,0,5,1
776,2024-06-04,179,32750,265,70,1,Paid,Zelle,0,5,1
777,2024-06-04,474,32836,2170,560,1,Paid,Check,0,5,4
778,2024-06-05,441,32792,185,25,1,Paid,Card,0,5,1
779,2024-06-05,110,32836,255,45,1,Paid,Cash,0,5,2
780,2024-06-06,99,32808,235,55,1,Paid,Zelle,0,5,2
781,2024-06-08,335,32750,155,30,1,Paid,Zelle,0,5,2
782,2024-06-09,529,34786,1265,325,1,Paid,Check,0,5,2
783,2024-06-12,254,32789,285,30,1,Paid,Card,0,5,1
784,2024-06-12,440,32750,1195,480,2,Paid,Zelle,0,5,1
785,2024-06-13,21,32746,225,50,1,Paid,Zelle,0,1,1
786,2024-06-13,57,32707,345,70,1,Paid,Zelle,1,5,2
787,2024-06-14,6,34786,2505,1000,2,Paid,Cash,0,5,1
788,2024-06-14,553,32836,895,165,1,Paid,Check,1,5,4
789,2024-06-15,9,32825,500,135,1,Paid,Zelle,0,4,1
790,2024-06-17,318,32714,225,25,1,Paid,Zelle,0,4,1
791,2024-06-18,369,32779,130,25,1,Paid,Check,0,5,1
792,2024-06-18,467,34786,325,70,1,Paid,Zelle,0,5,1
793,2024-06-19,135,34786,250,40,1,Paid,Check,0,5,1
794,2024-06-19,450,32779,260,45,1,Paid,Card,0,4,1
795,2024-06-20,609,32792,1225,490,2,Paid,Card,0,5,1
796,2024-06-22,329,32707,900,360,2,Paid,Zelle,0,5,1
797,2024-06-22,387,32825,220,45,1,Paid,Card,0,5,2
798,2024-06-23,223,34786,160,40,1,Paid,Check,0,1,1
799,2024-06-24,112,32750,335,65,1,Paid,Zelle,0,5,3
800,2024-06-24,498,32808,2220,890,2,Paid,Card,0,5,1
801,2024-06-24,56,32714,2315,925,2,Paid,Check,0,5,1
802,2024-06-25,320,34786,105,20,1,Paid,Card,0,3,1
803,2024-06-25,160,32789,3370,1350,2,Paid,Check,0,5,1
804,2024-06-26,613,32792,145,40,1,Paid,Card,0,5,1
805,2024-06-27,559,32746,395,100,1,Paid,Cash,0,5,2
806,2024-06-29,139,32836,210,65,1,Paid,Cash,0,5,1
807,2024-06-30,33,32746,1825,295,1,Paid,Zelle,0,5,2
808,2024-07-01,172,32789,90,15,1,Paid,Check,0,5,1
809,2024-07-01,559,32746,355,50,1,Paid,Check,0,5,2
810,2024-07-01,443,32746,190,35,1,Paid,Zelle,0,5,2
811,2024-07-03,645,32792,2155,860,2,Paid,Check,0,5,1
812,2024-07-03,638,34786,1015,405,2,Paid,Check,0,4,1
